,userName,content,score,manualSentimentLabel
1213,Arief Sanusi70,"Aplikasi tidak sempurna ketika bacaan terakhir ditandai dan dibuka kembali, 
surat dan ayat yang ditandai tidak keluar justru surat lain yg muncul",1,0
1214,Pengguna Google,"Versi terbaru ini agak susah ga user friendly, enakan versi yang dulu, yang 
terbaru memang tampilan lebih fresh, tetapi susah di pakai, menu2nya 
trkadang ga berfungsi, tombol back dan home juga kadang ga berfungsi, 
bookmark juga ga berfungsi cuma bisa 1 saja, juga ga ada menu buat 
menghapus bookmark, susah dari sisi fungsionalitas walaupun tampilan lebih 
fresh dan lebih smooth",3,0
1215,Arief Rachman,"Masih lebih baik yang versi lama..lebih mudah dalam penggunaannya...terus 
terang saya menyesal telah mengganti dengan versi yang baru...saya sudah 
nyaman pakai yang lama...😢😢😢",3,0
1216,untung triwantoro,"Bagus yang dulu bisa didownload, sekarang harus pake data",1,0
1220,NURMAN&FAHRIL CHANNEL,"Susah banget bukanya, lemot Aku sangat tak suka. Aku sangat kecewa, sudah 
ditandai tapi yg keluar ayat yg lain",1,0
1221,fandi ahmad,"Tolong ditingkatkan lagi karena masih banyak nag screenx admin, makasih",1,0
1227,samikun ahmad,Tidak baik,2,0
1232,Zulia Hanin Nugraini,"Suka yang versi lama karena mudah untuk menandai ayat terakhir, yang 
sekarang lebih membingungkan...",3,0
1236,udien azzaky,"Kenapa gak bisa mode offline... Karena kalau pas trafic data sibuk agak 
susah",2,0
1238,NH2A Official,Bagus versi lama,2,0
1241,yudi p,QS Al Maidah ayat 51 artinya knapa jadi teman setia ya..???,1,0
1246,Pengguna Google,"harus pakai internet. padahal sdh di unduh. begitu juga menandai bacaan. 
sudah di tandai. tapi yg muncul hanya baccaan lain. lebih bagus versi yg 
pertama. sy sngt sedih. sy sdh bangga dengn versi yg pertama sangat 
membantu bagi hafalan sy. krna sy menggunakan waqof yg sama dengn quran 
depag. eh tau taunya ada versi baru yg mengacaukan semuanya. g mna caranya 
mau download versi lama. ngak bisa lagi yah??????",1,0
1249,Pengguna Google,"Masih bagus versi sebelumnya. Bisa menandai per ayat. Mohon disediakan 
versi yg spt sebelumnya lagi",2,0
1251,saeful rahman,"Scan mushaf al-qur'an versi baru tdk ada hiasan punggirnya (ornamen) sprti 
pada versi lama.",3,0
1255,Warti Ningsih,Tolong kembalikan versi lama lebih bagus dan lebih efektif buat tadarus,1,0
1259,Hartop,Versi baru malah tampilan atau daftar tiap surat tidak ada.. bagusan yg lama,2,0
1261,Pengguna Google,Siiiiiiiiipp,3,1
1263,Sindu Aji,Lebih bagus yang versi lama,2,0
1264,Pengguna Google,Tidak bagus,1,0
1269,Pengguna Google,"Lebih bagus versi lama, versi baru kurang nyaman. UNINSTAL",1,0
1271,Pengguna Google,Alhamdulillah,3,1
1272,Ambo Ala,"Silahkan dicek terjemah surat Al Maidah ayat 51, اولياء diterjemahkan 
sebagai ""teman sejati"", sedangkan dari dulu itu diterjemahkan sebagai 
""pemimpin""... Mohon diperhatikan...",1,0
1293,Rizky Gilang,"Tolong dg sangat kembalikan versi lama..lebih nyaman untuk tadarus..bisa 
menandai ayat terakhir yg dibaca..bisa pindah antar halaman dan juz dg 
cepat utk tadarus..",2,0
1294,Anwar Zen,"harap tambah tajwid warna yg kalau di klik pada perkatanya menunjukkan 
tajwidnya",3,0
1295,wahyu setiawan,"Mohon dikembalikan ke versi lama, yang versi baru tidak bisa loncat ke 
surat dan ayat yg kita inginkan.. Lebih simpel yang versi lama..",2,0
1297,Pengguna Google,"Versi terbaru yg tampilan perlembar tidak bisa di klik per ayat. Tidak bisa 
diklik di tengah halaman. Lebih praktis dan bagus yg versi lama. Saya mohon 
dengan sangat, diadakan lagi yg versi lama. Saya sangat kecewa dg versi 
baru ini. Intinya versi lama lebih bagus dan sesuai dgn kebutuhan saya. 
Mohon ya.. versi lama dihadirkan lagi. Saya terlanjur menghapus aplikasi 
ini. Nanti jika ada versi yg lama hadir kembali, pasti saya instal lagi.",3,0
1298,Adip Ismail,"Harus online ya?selama ini sengaja tidak update,,tp penasaran dg yg baru,malah tiap pengen baca quran harus online,,kasihan yg minim dana buat kuota/daerah dg minim sinyal..jazakumullah,,",3,0
1307,Zakky 2,"Menurut saya, ada beberapa kelemanan di versi baru ini yang membuat tidak nyaman: 1. Tampilan bentuk buku tidak dapat di download full terlebih dahulu sebelum dibuka, harus dibuka per halaman dan sinyal harus selalu bagus ketika membuka; dan 2. Bookmark/tandai ayat di bentuk buku tidak berjalan, walaupun sudah dibookmark tapi tidak muncul di menu bookmark.  Tolong dapat segera diperbaiki kelemahan-kelemahan ini. Memang untuk tampilan, versi baru ini lebih fresh. Tapi untuk fitur, lebih bagus versi sebelumnya. Terima kasih atas perhatiannya.",2,0
1308,Pengguna Google,Tafsirnya tolong dilengkapi dgn pemaknaan kosa-kata ayat...,3,0
1317,Muhammad Isnaini Nur Iqbal,Bagus yang pertama (dulu),1,0
1319,Hafid Suryo,"Tete lebih bagus yang versi lawas,untuk baca cepat,nyemak anak² hafalan lebih mudah versi yang lawas 👎👎👎",1,0
1324,Ka Ulum,Lebih baik versi yang lama  Saat baca Al Quran,2,0
1326,Khalisa Ratih,Lebih enak bacanya yang versi dulu,3,0
1330,Rasulan,"Untuk Al-Qur'an nya saya lebih suka versi dulu atau yang teks Arab nya seperti Al-Qur'an asli (dibuka perlembar) dan untuk terjemahan menggunakan tombol,  kalau tampilan terjemahan diletakkan perayat malah kesulitan untuk membaca Alqur'an karena harus sering scroll ke bawah,  Itu saja saran saya selebihnya the best 👍",3,0
1334,RUPA- RUPA,"ko surat al-maidah ayat 51 di ganti ya artinya,  saya jadi ragu ini kepada pengembang, atau jangan-jangan ada sebagian yang di potong,  setahu saya aulia itu artinya pemimpin bukan teman setia, mohon penjelasannya",1,0
1335,Mr. Goodbye,"Bagus versi yg pertama, cm kurangnya di versi pertama temanya kurang bagus dr pd aplikasi Qur'an yg lainnya.. Utk yg skrg mkin berkurang lg, krn mode mushafny gk bs lgsg lompat k halaman yg d inginkan..",3,0
1342,Yasep Irawan,"Masih bagusan versi sebelumnya, setelah di perbarui jadi sering tidak merespon, sering ngehang. Saya pakai di Android 6",2,0
1343,Udin Cak,Sebaiknya ada opsi untuk tidak menampilkan terjemahan,3,0
1344,Samsudin,Diperbaharui malah gak bisa dibuka... Loading terus.... Yg versi lama lumayan,1,0
1348,Balebat,Versi terbaru di hp saya malah jadi gak bisa access ke menu,1,0
1366,Pengguna Google,Sulit banget untuk bisa di manfaatkan aplikasinya lebih mudah al qur an yang terbitan selain kemenag... Percuma aja di tampilkan kalau sulit di manfaatkan...,3,0
1370,Muhammad Nidhomuddin,"Aplikasi stress,dulunnya bagus,sekarang proses ngunduh gak jalan,0 persen sampai kiamat.",1,0
1371,Pengguna Google,kenapa halaman al qurannya tidak bisa didownload.. tolong diperbaiki...,3,0
1376,Anas Muchtar,"Mengapa aplikasi ini tidak  cocok di android Nougat, aplikasi bisa di unduh tetapi data tidak bisa di unduh. Mohon aplikasi ini segera diperbaharui",1,0
1381,Yani Nuraeni,"Maaf mau tanya, kok saya coba download semuanya 0% terus ya? Bakan didownload per halaman pun gak bisa-bisa.",3,0
1384,Abdul Kholiq,Halaman tidak bisa di donwload,1,0
1391,arnetto alditihan,Hurufnya sangat kecil. Semua minta download. Agak ribet. Tolong diperbaiki,1,0
1392,Vivi Kurnia,Sudah download aplikasi masih harus download perhalamannya. Tidak memudahkan pengguna.,3,0
1394,tri wahyuningsih,Bagus.. tp kenapa halamannya tidak bisa diunduh???,3,1
1400,Ahmad Fadloli,"Udah bagus tapi sayang waktu buka tafsir yang panjang, aplikasi ini tidak bisa kembali ke halaman sebelumnya, jadi stuck di tafsir, jadi terpaksa saya uninstall.",3,1
1401,TEGUH BASUKI,Sudah tujuh hari yll sd saat ini kok tidak bisa di akses.,3,0
1406,Fawwaz Nabil,"Tampilan cukup baik, harap diperbaiki ukuran hurufnya. Agar bisa diperbesar dan lebih nyaman dalam membaca. Dan jg bisa digunakan dalam mode landacape",3,1
1420,Qonita Samarinda channel,bagaimana cara bukanya kok saya g bisa?,3,0
1442,Masfuf Djamil,Terima kasih dan sangat membantu saya,3,1
1444,Abay Fariddas,Pencarian tafsir tidak bisa di cari untuk ayat nya.. Tolong d perbaiki.,3,0
1446,jaja prana,Oke lah,3,1
1447,Riz Surya,Tolong tambahkan tajwid berwarna sesuai kemenag nya biar bisa lebih dipermudah dalam membaca,2,0
1459,Ahmad Khoiruddin,Tulisan arab kurang besar.,1,0
1467,Farizal Achmad,"Tolong dong untuk kedepannya di kasih fitur perbesar font arabnya atau zoom , sebebihnya bagus",3,1
1487,slamet budiarto,"Tulisannya kecilkecil gak bisa di zoom. Di hasil menu pencarian kata, sebaiknya ditampilkan ayat berikutnya biar mudah memahaminya.",2,0
1507,Pengguna Google,Yea,3,1
1523,ahmad riyadi,"sy rabun dekat, jauh kekecilan, dekat buyar...",3,0
1535,Syarif Hidayat,tolong ditambah cara untuk membesarkan huruf.. huruf yg ada terlalu kecil...,3,0
1545,ma'o Adhikara,Belum ada menu zoom naa..,3,0
1547,Mas Vendhie,Di bagusin lagi,3,0
1562,Muhammad Noor,"Ada kesalahan Tafsir pada surah Al Ma'arij (70) sabanyak 44 ayat, segara revisi & ricek ulang semua isi Qur'an Kemenag, serta sebaiknya dihentikan dulu agar tidak dapat diunduh lagi sebelum selesai perbaikan.",2,0
1565,AR campura,"admin..., sebenernya brpa ruang yg dibthkan utk app ini? setiap saya install, alert muncul penympanan tdk memadai. pdhal ruang kosong lebih dari 7x lipat dri app ini. mohon penjelasannya?",1,0
1569,Toyib Uter,"Tolong zoomnya diperbesar lagi, dihandphone kurang jelas..",3,0
1581,Navasa Media,"Suroh Al-Ma_idah 51 kenapa dirubah, harus dijelaskan!!!.",1,0
1584,R B,Assalamualaikum ....to Admin sudah beberapa minggu ini aplikasi Qur'an ngg bisa dibuka setelah ada Update ...Saat dibuka aplikasi muncul halaman depan(pdf) ...jd saat diklik ...ngg bs masuk ke menu ...Mohon konfirmasinya.,2,0
1586,Chusna Bro,masih bagus salam dan yg lainnya... lagi belajar yaa buat aplikasinya... ketinggalan jaman banget sih... parah,1,0
1588,roes_ noerd,"Audio surat yg panjang kok putus - putus,  audio hlmn brkutny harus di pilih tekan lagi manual, ni bikin aplikasi gmna audio satu surah kok gak bisa lgsg??",3,0
1590,Nuansa Abadi Pulsa GoPAY PPOB Jitu Jawa Pos,Baik,3,1
1592,Dindin Alinurdin,"Semoga yang membuat aplikasi ini bukan karena adanya ""titipan"" karena ada terjemahan yang berbeda, bahkan dengan produk cetak dari Kemenag yang sudah lama beredar di masyarakat. Ingat Allah SWT tidak tidur, maha melihat, maha mengetahui. Apapun yang dilakukan manusia tidak akan bisa disembunyikan. Hidup didunia hanya untuk sujud dan ruku pada-Nya, kegiatan lainnya hanya selingan... Semoga Allah SWT mengampuni segala salah dan khilaf kita... aamiin",2,0
1594,Najmah Abdul Majid,"Saya sarankan untuk ridak mendownload quran kemenag ini, karena tafsirnya sudah dirubah, seperti dalam surat al maidah ayat 51",1,0
1598,Pak Maftuh,"Terjemah(tafsir) al-maidah-51 sudah diganti sesuai selera rezim sekarang, mengedepankan nafsu",1,0
1600,juveri eka rianto,SANGAT DI SAYANGKAN TERJEMAHAN AL-MAIDAH 51 SDH BERGANTI .... KENAPA ?,3,0
1610,Nur Kholis,Tidak bisa dibuka,1,0
1615,Riski Varis,"Semoga menjadi amal jariyah dan hidayah bagi semuanya,mudah-mudahan Allah menganugerahkan rahmat dan teguran-Nya. آمين",3,0
1616,rizky zamzam,"Tolong surat ke-5 Alma'idah ayat 51, dalam terjemahamnya ada yg janggal, tolong dikoreksi, itu artinya bukan ""TEMAN SETIA"" tapi ""PEMIMPIN"",  kami masih berbaik sangka pada anda... :)",1,0
1628,Gita Cute,"Pada menu terjemahan, bacaan Al Quran fontnya terlalu kecil, sehingga sulit melihat Al Quran dan terjemahannya",3,0
1636,Siti Nuraliyah,Suka.....,3,1
1654,Dony Krishadi,Baiknya seperti Qur'an Utsmani agar lebih enak dilihat juga mempermudah pengguna membacanya secara tartil & tajwid,3,0
1655,Mohamad Syafii,Bagus,3,1
1660,Rizman Azmi Aziz,"Admin, sudah terinstall tapi yang keluar hanya screenshoot saja, jangankan untuk digunakan isinya saja tidak ada",1,0
1662,ZAKARIA AL ANSHORI,Bagus,3,1
1667,Sri Lisdiana,"Mohon tambahkan tajwid berwarna, cara pengucapan huruf, justifikasi font size di menu terjemahan/tafsir, jadwal shalat yg (setiap harinya) otomatis diperbaharui jika terkoneksi inet. Saran lain menyusul. Semangat tim kemenag. Tks.",3,0
1671,misdi 079,Alhamdulillah sdh dpt buka aplikasi baru Ini dr Kemenag,2,1
1678,Srinasriyono Sriyono,Setela diunduh data tidak langsung lengkap,3,0
1697,Pengguna Google,Semoga sll memberikan manfaat,1,1
1703,Joni Holis,Pemimpin kok diganti dengan teman setia.,1,0
1706,Nisa Saif,Mengapa tidak semua surat dan ayat ada tafsirnya?  :( 😥,3,0
1707,Pengguna Google,.,1,0
1713,Ozzy el Hooda,Mhn update agar bisa baca Qur'an tanpa perlu konek Iinternet,3,0
1714,Moch Aziz,Aplk ini apa sdh ssuai dg quran pd umumnya@ d pake org2 terdahulu dr sisi pentafsiranny,1,0
1717,SOFYAN,"Ada perubahan dalam Terjemahan dan Tafsir surah Al-Maidah ayat 51, sekarang menjadi TEMAN SETIA, tapi perubahan ini justru lebih TEGAS, dulu sebelum di rubah, kata ""AULIYA"" dlm Al-Maidah 51 = Wali/Pemimpin, skr menjadi TEMAN SETIA, Jadi.. tidak boleh menjadikan mereka (NASRANI dan YAHUDI) sebagai TEMAN SETIA, apalagi menjadikan mereka PEMIMPIN.",3,0
1723,Pengguna Google,Bagus cuma ribet.,3,1
1729,Ahmad Fadloli Official,Tak bisa digunakan ketika offline / diluar jangkauan jaringan,2,0
1735,Khoirul Hadi,"ribet, sederhanakan napa?",1,0
1736,Rahman Jailani,Jadi teman setia saja tidak boleh apa lagi jadi pemimpin.,1,0
1738,Dian BR,Bermanfaat,3,1
1739,EDI STO,"Kalo bisa d kasih fitur download data Qur'an nya, biar bisa baca tanpa harus terhubung ke jaringan internet,... 👍👍👍",3,0
1740,Marmis Bahmas,"Tafsir ayat ini TDK SEDUAI dgn tafsir2 yg jadi pedoman umat islam.di ubah dr wali(pemimpin) jadi teman setia..ini udah sangat berbeda arti nya..mohon d perbaiki lagi,jika aplikasi ini ingin d ganjar pahala oleh ALLAH SUBHANA WA TA'ALA..terimakasih..",3,0
1744,Hafidz Masghon,Tulisan Al-Qur'an nya agar diperbesar untuk mempermudah membacanya.,3,0
1745,Fahruh Juhaevah,"Auliyaa diartikan sebagai teman setia, padahal kebanyakan tafsir yg saya baca mengartikan 'pemimpin'.",1,0
1748,Abu Labib,"Kurang bagus,  pake yg lain aja",1,0
1754,Awas Juragan,"Terjemah almaidah ayat 51, arti aulia=teman sejati.  Jd jangankan memilih/menjadikan pemimpin, menjadikannya (yahudi dan nasrani) sebagai teman saja ga boleh (haram), apalagi menjadikannya sebagai pemimpin.. ini lebih tegas lagi..",3,0
1764,Akhmad Kusaini,"Tafsir surah almaidah ayat 51. yang bener "" aulia=pemimpinmu atau teman setiamu....?",3,0
1767,AMUF ELFAJ,"Ada perubahan terjemah al maidah ayat 51, kalau dulu terjemah ""aulia"" adalah ""Pemimpin"" sekarang jadi ""Teman setia"" apakah ini benar? Tolong di cermati ...!!!",2,0
1768,Husin Idham,"Loading membuka mushaf terlalu lambat, huruf mushaf juga kekecilan",2,0
1772,Kuwat Emka Wijaya,"Mohon diterbitkan versi Offline, masyarakat lebih memilih siapa penerbitnya. Tapi ketika tidak bisa dibuka secara offline itu menjadi masalah dan bertolak belakang dengan kondisi infrastruktur jaringan internet di Indonesia.",1,0
1774,Muhammad Reza,Tafsir penuh dengan penyelewengan. Terjemah arti tdk mendekati makna. Rindu para penerjemah angkatannya syaikh tengku hasbi asshidiqi rahimahumullah menerjemahkan dgn sangat baik,1,0
1778,Pengguna Google,"Bagus, msmudahkan kita utk selalu baca qur'an dimanapin berada. Hanya hurufnya bisa diatur nggak ya, biar agak besaran dikit",2,0
1779,Ahmad Dimyati,Alhamdulillah sudah ada alquran dari Kemenag cuman sayang bagi kita yang sudah 40 tahun ke atas sudah tidak bisa baca dengan baik.  Mohon ada pengaturan besar huruf.  Dan harap juga disediakan offline nya biar bisa baca di mana saja dan kapan saja.  Karena tidak semua kesempatan dan tempat ada tersedia sinyal.  Untuk versi offline kalaupun harus beli tidak masalah.  Terima kasih,3,1
1780,hann habibie,Hurufnya terlalu kecil,1,0
1784,Mochamad Cholil Hamzah,"saya suka karena ada penanggung jawabnya. cuma ketika cari surah kenapa harus online, kemarin pas butuh cari surat dengan ayat sekian saat kondisi sinyal ponsel jelek cuma loading, ada notifikasi yang intinya sinyal internet tidak memadai/tidak konek",3,1
1800,Pengguna Google,agar bisa lebih jelas dibaca dan mudah dicari,3,0
1804,M.Syukron Ma'mun,Mohon versi offline nya juga d terbitkan,3,0
1806,B16 Latif,sayang banget online,3,0
1818,Pengguna Google,Alhamdulillah,1,1
1819,Pengguna Google,Sangat bagus dan membantu ummat dlm memahami Qur:an,1,1
1822,Pengguna Google,Selalu perbarui pak menteri Lukman Hakim,3,0
1825,Pengguna Google,Baru nyoba insyaallah cocok Alhamdulillah bagus. Alangkah baiknya kalau murotal bisa kita pilih qori nya. Sama kenapa kalau di zoom tdk bisa memutar murotalnya. Huruf nya kecil banget jadi tdk bisa belajar sambil mendengarkan murotalnya. Semoga bermanfaat.,3,1
1827,Mailan Bae,"Perlu ditingkatkan, membuka loadingnya sangat lama...",3,0
1840,Riza Gaming,Tingkatkan dulu versi nya,3,0
1848,Android Dev,"Sangat bagus, sayangnya wajib ada koneksi internet...sebaiknya dibuat offline",2,1
1851,Bambang EP,Kurang memasyarakat karna tidak bs Offline. Di jaringan yang lemah jadi mubazir tidak dapat digunakan,3,0
1853,rizki adit,Bagus cukup membantu,3,1
1854,Edy Sudigdiyono,Jos,1,1
1858,Toha Mahasin,Cukup membantu,3,1
1859,thaLut suRya,"Terima kasih, jd tenang uda ada yg dr pemerintah, insyaAllah gag tipu2.. Sebenernya sih bintang 5 isinya.. Tp aplikasinya masi blm nih... Soalnya stiap tidak membuka halamannya trs mati murotal nya.. Sayang bgt.. Kan jd kurang bs buat jd pengantar tiduurr anak2.. Kalau bs, diupgrade dong.. Biar bs tetep hdup meski layar hape mati/kekunci atau sambil buka halaman yg lain..... Seperti aplikasi quran yg lain, yg trs terang masi agak skeptis tipu2 atau gag... Many thx",3,1
1868,SETIAJI SETIAJI,Tolong dong adain repeated bacaAn nya..trus penulisan ayat2 nya di perbesar..trus go surah nya..KLO bisa go satu surah..gak perlu ketik ayat berapa lagi..saran aja.,3,0
1874,Muhammad Qadhafi,Sangat disayangkan kami tidak bisa membaca ketika paketan habis. Mohon segera di perbaiki. Syukran,3,0
1876,Arga Ryandika,"qur'an kemenag gak bs offline ya hrs online trs, ssh nya klo lagi jauh dr jangkauan signal saya gk bs buka aplikasi qur'an kemenag",3,0
1877,Davit Maulana,"Lumayan,",3,1
1884,Abdul Somad,Kok online ... celleng burien,1,0
1887,Pengguna Google,Mohon diperbanyak ragam da'wahnya dan terkontrol juga mohon dicermati....,1,0
1893,KitaData Center,Baarakallaahu..,3,1
1897,Alex Wurz,"Klo online tergantung jaringan, kan tidak semua tempat punya koneksi internet yg bagus.",3,0
1906,adji alie,"Diusahakan bisa diperbesar tulisan Al Qurannya (size bs dibesarkan n si kecilkan). Dan Frame nya tidak perlu ada karena memakan tempat,",2,0
1914,yaoma tertibi,Kalau pas jaringan buruk ga bisa dibuka,3,0
1916,Artic 82,"Tolong di usahakan agar bisa offline, terimakasih",1,0
1925,Tarmo Susanto,"Bacanya kurang jelas, tulisan buram",3,0
1932,Purwo Adi Nugroho,Tolong agar bisa di zoom atau teksnya lebih besar lagi. Soalnya di HP saya yg layarnya kecil agak susah dibaca. Terimakasih atas perhatiannya,3,0
